SRGA/2025/00000017;A14151;A14151 ‐ U Wire 2mm ‐ F2X;1 050,00;1,61;20,00;1 690,50
SRGA/2025/00000017;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;780,00;5,36;20,00;4 180,80
SRGA/2025/00000017;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;4 400,00;0,90;20,00;3 960,00
SRGA/2025/00000017;A14975;A14975 ‐ Wire frame Modified ‐ F2X;390,00;43,42;20,00;16 933,80
SRGA/2025/00000017;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;2 875,00;1,00;20,00;2 875,00
SRGA/2025/00000017;A14158;A14158 ‐ Central wire 2mm ‐ F2X;2 875,00;0,85;20,00;2 443,75
SRGA/2025/00000017;A14156;A14156 ‐ U Wire 2mm ‐ F2X;925,00;1,72;20,00;1 591,00
SRGA/2025/00000017;A14155;A14155 ‐ U Wire 2mm ‐ F2X;1 050,00;1,63;20,00;1 711,50
SRGA/2025/00000017;A14154;A14154 ‐ Formed Wire ‐ F2X;3 250,00;0,87;20,00;2 827,50
SRGA/2025/00000016;A14151;A14151 ‐ U Wire 2mm ‐ F2X;160,00;1,61;20,00;257,60
SRGA/2025/00000016;A14153;A14153 ‐ U Wire 2mm ‐ F2X;150,00;2,12;20,00;318,00
SRGA/2025/00000016;A14154;A14154 ‐ Formed Wire ‐ F2X;300,00;0,87;20,00;261,00
SRGA/2025/00000015;A14156;A14156 ‐ U Wire 2mm ‐ F2X;600,00;1,72;20,00;1 032,00
SRGA/2025/00000015;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;300,00;1,00;20,00;300,00
SRGA/2025/00000015;A14158;A14158 ‐ Central wire 2mm ‐ F2X;300,00;0,85;20,00;255,00
SRGA/2025/00000015;A14975;A14975 ‐ Wire frame Modified ‐ F2X;158,00;43,42;20,00;6 860,36
SRGA/2025/00000015;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;300,00;5,36;20,00;1 608,00
SRGA/2025/00000015;A14153;A14153 ‐ U Wire 2mm ‐ F2X;300,00;2,12;20,00;636,00
SRGA/2025/00000015;A14154;A14154 ‐ Formed Wire ‐ F2X;300,00;0,87;20,00;261,00
SRGA/2025/00000015;A14155;A14155 ‐ U Wire 2mm ‐ F2X;300,00;1,63;20,00;489,00
SRGA/2025/00000015;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;900,00;0,90;20,00;810,00
SRGA/2025/00000015;A14151;A14151 ‐ U Wire 2mm ‐ F2X;300,00;1,61;20,00;483,00
SRGA/2025/00000013;A14153;A14153 ‐ U Wire 2mm ‐ F2X;100,00;2,12;20,00;212,00
SRGA/2025/00000013;A14154;A14154 ‐ Formed Wire ‐ F2X;100,00;0,87;20,00;87,00
SRGA/2025/00000013;A14155;A14155 ‐ U Wire 2mm ‐ F2X;100,00;1,63;20,00;163,00
SRGA/2025/00000013;A14156;A14156 ‐ U Wire 2mm ‐ F2X;200,00;1,72;20,00;344,00
SRGA/2025/00000013;A14158;A14158 ‐ Central wire 2mm ‐ F2X;100,00;0,85;20,00;85,00
SRGA/2025/00000013;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;100,00;1,00;20,00;100,00
SRGA/2025/00000013;A14163;A14163 ‐ LH Wire 2mm ‐ F2X;5,00;3,56;20,00;17,80
SRGA/2025/00000013;A14164;A14164 ‐ RH Wire 2mm ‐ F2X;5,00;3,56;20,00;17,80
SRGA/2025/00000013;A14165;A14165 ‐ u Wire B Surface  2mm ‐ F2X;5,00;2,72;20,00;13,60
SRGA/2025/00000013;A14166;A14166 ‐ Formed Wire 2mm ‐ F2X;5,00;2,52;20,00;12,60
SRGA/2025/00000013;A14975;A14975 ‐ Wire frame Modified ‐ F2X;126,00;43,42;20,00;5 470,92
SRGA/2025/00000014;ART0015;Gabarit V2 Fiatures (Controle et Welding  Pour reference A14150-01T Suivant PO du 13/10/2025 Toscana Gomma MA-13;2,00;5 000,00;20,00;10 000,00
SRGA/2025/00000013;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;300,00;5,36;20,00;1 608,00
SRGA/2025/00000013;A14151;A14151 ‐ U Wire 2mm ‐ F2X;100,00;1,61;20,00;161,00
SRGA/2025/00000013;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;400,00;0,90;20,00;360,00
SRGA/2025/00000012;A14153;A14153 ‐ U Wire 2mm ‐ F2X;600,00;4,24;20,00;2 544,00
SRGA/2025/00000012;A14152;A14152 ‐ Formed Wire 2mm ‐ F2X;800,00;1,80;20,00;1 440,00
SRGA/2025/00000012;A14151;A14151 ‐ U Wire 2mm ‐ F2X;490,00;3,22;20,00;1 577,80
SRGA/2025/00000012;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;845,00;10,72;20,00;9 058,40
SRGA/2025/00000012;A14975;A14975 ‐ Wire frame Modified ‐ F2X;179,00;86,84;20,00;15 544,36
SRGA/2025/00000012;A14159;A14159 ‐ B Surface Wire 2mm ‐ F2X;200,00;2,00;20,00;400,00
SRGA/2025/00000012;A14158;A14158 ‐ Central wire 2mm ‐ F2X;200,00;1,70;20,00;340,00
SRGA/2025/00000012;A14156;A14156 ‐ U Wire 2mm ‐ F2X;180,00;3,44;20,00;619,20
SRGA/2025/00000012;A14154;A14154 ‐ Formed Wire ‐ F2X;760,00;1,74;20,00;1 322,40
===END===

===reglements_clients===
numero;dateReglement;numeroFacture;codeClient;raisonSocialeClient;montant;modePaiement;reference;infoLibre;notes;statut
RC00001-a;2025-12-29;SRGA/2025/00000013;T0001;TOSCANA GOMMA MAROC;4 272,52;VIREMENT;;Recu sur CIH;;VALIDE
RC00001-b;2025-12-29;SRGA/2025/00000012;T0001;TOSCANA GOMMA MAROC;39 415,40;VIREMENT;;Recu sur CIH;;VALIDE
===END===

===bons_livraison===
numero;dateBL;codeClient;raisonSocialeClient;bonCommande;statut;infoLibre;notesLivraison;totalHT
BL-SRGA/112280;2026-09-10;T0001;TOSCANA GOMMA MAROC;;BROUILLON;F2X 37-260910;crée depuis bl 29089/ch n009et n010;7 294,56
BL-SRGA/112278;2026-09-08;T0001;TOSCANA GOMMA MAROC;;BROUILLON;F2X 37-260908;Crée depuis bl 29087;7 294,56
BL-SRGA/112279;2026-09-08;T0001;TOSCANA GOMMA MAROC;;BROUILLON;F2X37-260908;crée depuis bl 29088-chariot n027/n006;7 294,56
BL-SRGA/112276;2026-09-07;T0001;TOSCANA GOMMA MAROC;;BROUILLON;F2X37-260907;crée depuis BL 29082;7 294,56
BL-SRGA/112277;2026-09-07;T0001;TOSCANA GOMMA MAROC;;BROUILLON;F2X 37-260907;crée depuis bl 29085;7 294,56
BL-SRGA/112274;2026-09-04;T0001;TOSCANA GOMMA MAROC;;BROUILLON;;F2X24-260904;11 365,40
BL-SRGA/112275;2026-09-04;T0001;TOSCANA GOMMA MAROC;;BROUILLON;;F2X36-260904;6 336,64
BL-SRGA/112273;2026-08-06;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000024;crée depuis bl 29069;696,00
BL-SRGA/112272;2026-07-29;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis bl 29065;3 647,28
BL-SRGA/112270;2026-07-28;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis bl 29063;7 505,00
BL-SRGA/112271;2026-07-28;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;créer depuis bl 29064;4 824,00
BL-SRGA/112269;2026-07-27;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis bl 29062;3 647,28
BL-SRGA/112268;2026-07-24;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis bl 29055;7 294,56
BL-SRGA/112266;2026-07-22;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis bl 29051;3 647,28
BL-SRGA/112267;2026-07-22;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis bl 29053;18 153,28
BL-SRGA/112265;2026-07-20;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis BL 29050;7 294,56
BL-SRGA/112264;2026-07-17;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis BL 29048;7 294,56
BL-SRGA/112263;2026-07-16;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis BL29043;3 647,28
BL-SRGA/112262;2026-07-15;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis BL 29040;7 294,56
BL-SRGA/112261;2026-07-10;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis BL 29039;15 185,56
BL-SRGA/112260;2026-07-09;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000023;crée depuis BL 29037;3 647,28
BL-SRGA/112259;2026-06-26;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis BL 29022;8 471,28
BL-SRGA/112257;2026-06-25;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;crée depuis BL 29021;11 024,08
BL-SRGA/112256;2026-06-22;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;crée depuis BL29017;7 294,56
BL-SRGA/112255;2026-06-18;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis bl 29016--;7 905,28
BL-SRGA/112258;2026-06-11;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créer depuis BL 29009;3 647,28
BL-SRGA/112254;2026-06-11;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis bl 29008;7 294,56
BL-SRGA/112253;2026-06-10;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis bl 29005;3 167,76
BL-SRGA/112251;2026-06-09;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis BL 29003;7 294,56
BL-SRGA/112252;2026-06-09;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis bl 29004;6 051,00
BL-SRGA/112250;2026-06-05;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000022;créé depuis BL29002;1 510,00
BL-SRGA/112247;2026-05-22;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000020;créé depuis le 22/05/2026;16 357,28
BL-SRGA/112248;2026-05-22;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000020;créé depuis bl 28995;2 680,00
BL-SRGA/112246;2026-05-19;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000020;créé depuis bl28991;3 560,44
BL-SRGA/112245;2026-05-18;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000020;créé depuis bl 28987;10 614,48
BL-SRGA/112244;2026-05-08;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000020;;9 352,28
BL-SRGA/112249;2026-05-07;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000021;créé depuis bl 28979;3 473,60
BL-SRGA/112243;2026-05-05;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000020;;3 647,28
BL-SRGA/112242;2026-04-30;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;;6 327,28
BL-SRGA/112241;2026-04-29;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;;7 434,28
BL-SRGA/112240;2026-04-27;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issu du BL RGM 28969;8 359,56
BL-SRGA/112239;2026-04-22;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issue du BL RGM n°28962;3 603,86
BL-SRGA/112238;2026-04-20;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issu du BL RGM n° 28959;3 647,28
BL-SRGA/112237;2026-04-17;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issu du BL RGM 28957;3 647,28
BL-SRGA/112236;2026-04-15;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issue du BL RGM 28950;3 647,28
BL-SRGA/112235;2026-04-14;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issu du BL RGM n°28949;7 164,30
BL-SRGA/112234;2026-04-10;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issue du BL de RGM  n° 28947;8 626,60
BL-SRGA/112233;2026-04-08;T0001;TOSCANA GOMMA MAROC;;VALIDEE;Converti en facture SRGA/2025/00000018;issue du BL RGM n°28944;8 040,00
===END===

===lignes_bons_livraison===
numeroBL;codeArticle;designation;quantite;prixUnitaire;totalHT
BL-SRGA/112280;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112279;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112278;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112276;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112277;A14975;A14975 ‐ Wire frame Modified ‐ F2X;168,00;43,42;7 294,56
BL-SRGA/112274;A14153;A14153 ‐ U Wire 2mm ‐ F2X;1 200,00;2,12;2 544,00
BL-SRGA/112274;A14150‐01T;A14150‐01T ‐ Perim Wire 5mm ‐ F2X;1 240,00;5,36;6 646,40
BL-SRGA/112275;A14158;A14158 ‐ Central wire 2mm ‐ F2X;1 300,00;0,85;1 105,00
BL-SRGA/112275;A14155;A14155 ‐ U Wire 2mm ‐ F2X;1 728,00;1,63;2 816,64
BL-SRGA/112275;A14151;A14151 ‐ U Wire 2mm ‐ F2X;1 500,00;1,61;2 415,00
BL-SRGA/112274;A14154;A14154 ‐ Formed Wire ‐ F2X;2 500,00;0,87;2 175,00
BL-SRGA/112273;A14154;A14154 ‐ Formed Wire ‐ F2X;800,00;0,87;696,00
BL-SRGA/112272;A14975;A14975 ‐ Wire frame Modified ‐ F2X;84,00;43,42;3 647,28
BL-SRGA/112270;A14158;A14158 ‐ Central wire 2mm ‐ F2X;500,00;0,85;425,00
